2.086168209958326556e-03,-7.066066265106201172e-01
2.131519692783507766e-03,-7.502263784408569336e-01
2.176871175608688543e-03,-7.801758050918579102e-01
2.222222658433869753e-03,-7.977474927902221680e-01
2.267574141259050529e-03,-8.028101325035095215e-01
2.312925624084231739e-03,-7.978365421295166016e-01
2.358277106909412515e-03,-7.841058373451232910e-01
2.403628589734593726e-03,-7.624647617340087891e-01
2.448980072559774936e-03,-7.331711053848266602e-01
2.494331555384955712e-03,-6.971233487129211426e-01
2.539683038210136922e-03,-6.523596048355102539e-01
2.585034521035317698e-03,-5.966950654983520508e-01
2.630386003860498909e-03,-5.339387059211730957e-01
2.675737486685679685e-03,-4.652005434036254883e-01
2.721088969510860895e-03,-3.925203382968902588e-01
2.766440452336041671e-03,-3.177908957004547119e-01
2.811791935161222881e-03,-2.418266832828521729e-01
2.857143417986403658e-03,-1.647355854511260986e-01
2.902494900811584868e-03,-8.866652101278305054e-02
2.947846383636766078e-03,-1.631602644920349121e-02
2.993197866461946854e-03,4.956608265638351440e-02
3.038549349287128064e-03,1.053401902318000793e-01
3.083900832112308841e-03,1.528454571962356567e-01
3.129252314937490051e-03,1.933596283197402954e-01
3.174603797762670827e-03,2.270167618989944458e-01
3.219955280587852037e-03,2.530922293663024902e-01
3.265306763413032814e-03,2.726565003395080566e-01
3.310658246238214024e-03,2.857283949851989746e-01
3.356009729063394800e-03,2.925856411457061768e-01
3.401361211888576010e-03,2.953382134437561035e-01
3.446712694713757220e-03,2.929815351963043213e-01
3.492064177538937997e-03,2.862543165683746338e-01
3.537415660364119207e-03,2.729035019874572754e-01
3.582767143189299983e-03,2.536743581295013428e-01
3.628118626014481193e-03,2.324985414743423462e-01
3.673470108839661970e-03,2.116910219192504883e-01
3.718821591664843180e-03,1.900442242622375488e-01
3.764173074490023956e-03,1.665304452180862427e-01
3.809524557315205166e-03,1.454019695520401001e-01
3.854876040140385943e-03,1.282442361116409302e-01
3.900227522965567153e-03,1.149496957659721375e-01
3.945579005790748363e-03,1.049821823835372925e-01
3.990930488615929139e-03,9.939887374639511108e-02
4.036281971441109916e-03,9.619548916816711426e-02
4.081633454266291559e-03,9.619982540607452393e-02
4.126984937091472336e-03,9.936489164829254150e-02
4.172336419916653112e-03,1.044149771332740784e-01
4.217687902741833889e-03,1.147811114788055420e-01
4.263039385567015532e-03,1.295052766799926758e-01
4.308390868392196309e-03,1.473701298236846924e-01
4.353742351217377085e-03,1.682432293891906738e-01
4.399093834042558729e-03,1.923450529575347900e-01
4.444445316867739505e-03,2.175988405942916870e-01
4.489796799692920282e-03,2.428354322910308838e-01
4.535148282518101058e-03,2.652474045753479004e-01
4.580499765343282702e-03,2.822744250297546387e-01
4.625851248168463478e-03,2.944811284542083740e-01
4.671202730993644255e-03,3.037086427211761475e-01
4.716554213818825031e-03,3.128412961959838867e-01
4.761905696644006675e-03,3.188123404979705811e-01
4.807257179469187451e-03,3.196310400962829590e-01
4.852608662294368227e-03,3.141229748725891113e-01
4.897960145119549871e-03,3.010456562042236328e-01
4.943311627944730648e-03,2.799436450004577637e-01
4.988663110769911424e-03,2.522372007369995117e-01
5.034014593595092200e-03,2.205702513456344604e-01
5.079366076420273844e-03,1.849035918712615967e-01
5.124717559245454621e-03,1.453606635332107544e-01
5.170069042070635397e-03,1.025252938270568848e-01
5.215420524895816173e-03,5.849474668502807617e-02
5.260772007720997817e-03,1.267369091510772705e-02
5.306123490546178594e-03,-3.525060415267944336e-02
5.351474973371359370e-03,-8.425570279359817505e-02
5.396826456196541014e-03,-1.330459713935852051e-01
5.442177939021721790e-03,-1.776418089866638184e-01
5.487529421846902566e-03,-2.165084034204483032e-01
5.532880904672083343e-03,-2.497907876968383789e-01
5.578232387497264987e-03,-2.799155116081237793e-01
5.623583870322445763e-03,-3.058163821697235107e-01
5.668935353147626539e-03,-3.263631463050842285e-01
5.714286835972807316e-03,-3.416532278060913086e-01
5.759638318797988960e-03,-3.515514731407165527e-01
5.804989801623169736e-03,-3.569688498973846436e-01
5.850341284448350512e-03,-3.559857606887817383e-01
5.895692767273532156e-03,-3.495570123195648193e-01
5.941044250098712932e-03,-3.372824192047119141e-01
5.986395732923893709e-03,-3.197179436683654785e-01
6.031747215749074485e-03,-2.970399260520935059e-01
6.077098698574256129e-03,-2.706422209739685059e-01
6.122450181399436905e-03,-2.435232102870941162e-01
6.167801664224617682e-03,-2.166413664817810059e-01
6.213153147049798458e-03,-1.891483664512634277e-01
6.258504629874980102e-03,-1.601546108722686768e-01
6.303856112700160878e-03,-1.319890916347503662e-01
6.349207595525341655e-03,-1.065313369035720825e-01
6.394559078350523298e-03,-8.467641472816467285e-02
6.439910561175704075e-03,-6.508896499872207642e-02
6.485262044000884851e-03,-4.688747227191925049e-02
6.530613526826065628e-03,-3.261318057775497437e-02
6.575965009651247271e-03,-2.553467452526092529e-02
6.621316492476428048e-03,-2.471308410167694092e-02
6.666667975301608824e-03,-2.730701863765716553e-02
6.712019458126789601e-03,-3.207477927207946777e-02
6.757370940951971244e-03,-3.912702202796936035e-02
6.802722423777152021e-03,-4.892456531524658203e-02
6.848073906602332797e-03,-6.225769221782684326e-02
6.893425389427514441e-03,-7.928624749183654785e-02
6.938776872252695217e-03,-9.962737560272216797e-02
6.984128355077875994e-03,-1.218102872371673584e-01
7.029479837903056770e-03,-1.436142623424530029e-01
7.074831320728238414e-03,-1.631756126880645752e-01
7.120182803553419190e-03,-1.799126267433166504e-01
7.165534286378599967e-03,-1.940017044544219971e-01
7.210885769203780743e-03,-2.043357789516448975e-01
7.256237252028962387e-03,-2.090695798397064209e-01
7.301588734854143163e-03,-2.075582295656204224e-01
7.346940217679323940e-03,-2.026103436946868896e-01
7.392291700504505583e-03,-1.960794329643249512e-01
7.437643183329686360e-03,-1.862774789333343506e-01
7.482994666154867136e-03,-1.696966737508773804e-01
7.528346148980047912e-03,-1.438722014427185059e-01
7.573697631805229556e-03,-1.085333079099655151e-01
7.619049114630410333e-03,-6.578883528709411621e-02
7.664400597455591109e-03,-1.832482591271400452e-02
7.709752080280771885e-03,3.313487768173217773e-02
7.755103563105953529e-03,8.874945342540740967e-02
7.800455045931134306e-03,1.482663154602050781e-01
7.845806528756315082e-03,2.109183073043823242e-01
7.891158011581496726e-03,2.750484049320220947e-01
7.936509494406676635e-03,3.381865918636322021e-01
7.981860977231858278e-03,3.990345001220703125e-01
8.027212460057039922e-03,4.580647349357604980e-01
8.072563942882219831e-03,5.153687596321105957e-01
8.117915425707401475e-03,5.687001347541809082e-01
8.163266908532583119e-03,6.146360635757446289e-01
8.208618391357763028e-03,6.513285040855407715e-01
8.253969874182944672e-03,6.793854832649230957e-01
8.299321357008126315e-03,6.995021104812622070e-01
8.344672839833306224e-03,7.110127806663513184e-01
8.390024322658487868e-03,7.124480009078979492e-01
8.435375805483667777e-03,7.027713656425476074e-01
8.480727288308849421e-03,6.820079088211059570e-01
8.526078771134031065e-03,6.509547829627990723e-01
8.571430253959210974e-03,6.105583906173706055e-01
8.616781736784392617e-03,5.620611310005187988e-01
8.662133219609574261e-03,5.067474246025085449e-01
8.707484702434754170e-03,4.445444941520690918e-01
8.752836185259935814e-03,3.749963045120239258e-01
8.798187668085117458e-03,2.991331815719604492e-01
8.843539150910297367e-03,2.189221829175949097e-01
8.888890633735479010e-03,1.354713737964630127e-01
8.934242116560658920e-03,4.894227907061576843e-02
8.979593599385840563e-03,-4.026772081851959229e-02
9.024945082211022207e-03,-1.303078383207321167e-01
9.070296565036202116e-03,-2.183295190334320068e-01
9.115648047861383760e-03,-3.024138212203979492e-01
9.160999530686565404e-03,-3.815520107746124268e-01
9.206351013511745313e-03,-4.547063708305358887e-01
9.251702496336926956e-03,-5.210301876068115234e-01
9.297053979162108600e-03,-5.792125463485717773e-01
9.342405461987288509e-03,-6.272979974746704102e-01
9.387756944812470153e-03,-6.652313470840454102e-01
9.433108427637650062e-03,-6.943936347961425781e-01
9.478459910462831706e-03,-7.141718864440917969e-01
9.523811393288013349e-03,-7.233716249465942383e-01
9.569162876113193258e-03,-7.227034568786621094e-01
9.614514358938374902e-03,-7.127236127853393555e-01
9.659865841763556546e-03,-6.932512521743774414e-01
9.705217324588736455e-03,-6.650747060775756836e-01
9.750568807413918099e-03,-6.286987066268920898e-01
9.795920290239099743e-03,-5.842839479446411133e-01
9.841271773064279652e-03,-5.337120890617370605e-01
9.886623255889461295e-03,-4.786313772201538086e-01
9.931974738714641204e-03,-4.188480377197265625e-01
